,fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
137879,1,0.7000000000000001,0.4885572789782958,-1,70,30,0.0056265532565305,49.97944412457945,AA,2140,6835.554927518529,7780.249961593477,5344.3847950303725,2,15,CA,63,0,BC,0,1,15,0,200.0,0,INTERNET,5.042481415486312,other,0,1,0,1
137944,1,0.9,0.5942900743205735,-1,63,40,4.278962177050998,-0.5798745157369263,AC,3631,6399.601040852429,3977.0852955602745,5184.636404704333,1,1,CC,178,1,BC,0,1,-1,0,500.0,0,INTERNET,14.179803052833504,linux,0,1,0,2
138001,1,0.9,0.5972427134646489,-1,71,50,0.0049170907369296,-1.0659091463153951,AC,2192,4416.177778145998,4834.118235870752,4277.164915899431,1,6,CA,291,0,BA,0,1,1,0,2000.0,0,INTERNET,18.734236726960205,other,0,2,0,5
138138,1,0.1,0.202457551083369,9,9,30,0.0206224896663576,-0.7947654554223403,AB,2718,1072.1432011757468,5150.596649178563,4117.286595659558,14,8,CA,97,1,BC,1,1,28,0,200.0,0,INTERNET,1.706116153839919,macintosh,0,2,0,5
138139,1,0.6000000000000001,0.0819267321844544,-1,101,50,0.0153411128718814,-0.7151976845844932,AC,1395,5939.789850733869,5934.342379807692,4761.358204849909,1,10,CA,283,1,BA,1,0,-1,0,1500.0,1,INTERNET,3.4058515248314367,windows,1,1,0,3
138226,1,0.9,0.1105782719608522,-1,307,30,0.0027238191198263,-0.7770896827926501,AD,684,5421.076313618244,3078.30840658784,4061.013475594723,9,7,CA,231,0,BA,0,0,-1,0,500.0,0,INTERNET,2.122057214080021,windows,1,1,0,5
138503,1,0.2,0.0449952279858579,-1,53,20,0.0374737269013838,48.442058226337785,AA,1007,13875.596686739786,7633.272758151581,6889.977775445356,1710,3,CA,85,1,BE,0,1,30,0,200.0,0,INTERNET,4.609631433431247,windows,1,1,0,2
138504,1,0.4,0.2694165767373119,-1,47,20,0.0059889081873376,-0.7213222941578623,AB,1054,1228.989688894564,2751.376191283297,4237.361151889684,12,4,CA,220,1,BC,1,1,25,0,200.0,0,INTERNET,7.572765677297611,windows,0,2,0,6
138605,1,0.8,0.1257688879178676,-1,142,60,0.0140034596729112,-1.4787742484171562,AB,1049,5128.50466788588,3686.524730774863,4277.167628526448,2,1,CC,194,1,BA,0,1,1,1,2000.0,0,INTERNET,1.8597448471909093,linux,0,1,0,6
138644,1,0.1,0.6991978653158283,-1,144,50,0.4113204609669277,-0.932563315588006,AC,969,1946.442752866002,5469.11670648081,3996.948183844818,1,1,CA,182,1,BB,1,1,-1,0,200.0,0,INTERNET,50.001684062290366,windows,0,2,0,6
138745,1,0.9,0.1703556113260288,-1,133,40,0.0103379107890706,-1.0218548502063067,AD,1216,5669.281426736711,4238.521850226815,6366.834572948127,187,8,CA,122,0,BA,1,1,1,0,200.0,0,INTERNET,2.8714310479544216,windows,1,1,0,0
138785,1,0.9,0.7656129349463291,-1,45,30,0.0001299642510472,-1.019271909878393,AD,2054,1682.193814558809,4080.635965225149,4712.122562622903,52,9,CA,285,1,BC,1,1,25,0,1500.0,0,INTERNET,22.95233456130431,macintosh,1,1,0,3
138894,1,0.9,0.4632715303520079,-1,79,30,0.0007867384296684,-1.5654391693771257,AC,1004,2868.3220074447468,2166.659714411976,3054.3707658672065,1,10,CA,122,1,BB,0,1,-1,0,200.0,0,INTERNET,3.7443257750255774,macintosh,0,1,0,7
138933,1,0.7000000000000001,0.7365524505726498,-1,12,60,0.0144670299295802,-0.6423112917460774,AC,715,5162.8167126465805,5492.849597286969,4954.5965492333335,0,1,CC,197,1,BB,1,0,-1,0,200.0,0,INTERNET,12.279090356400117,windows,0,1,0,3
138976,1,0.5,0.2825077021320625,-1,186,50,0.0051034314562231,-0.3856417197028297,AC,344,3470.360838666569,4833.396172356833,4321.5189465100375,0,8,CA,263,1,BA,0,1,-1,0,2000.0,0,INTERNET,2.6388256482311427,macintosh,0,1,0,5
139044,1,0.7000000000000001,0.9126365929656848,-1,186,40,0.0168371018927835,-0.2028720060586657,AB,1267,5053.166892684135,5674.24859646202,5181.190274330892,2,18,CA,211,0,BA,0,1,2,0,2000.0,0,INTERNET,2.885887853146672,windows,1,1,0,2
139268,1,0.7000000000000001,0.1534528730238057,-1,148,60,0.021900889232,-0.4879086627024293,AB,619,4434.055286498277,4807.274024705177,4732.035038872475,18,2,CA,205,1,BA,1,0,10,1,1500.0,0,INTERNET,1.764135020002236,windows,0,1,0,3
139366,1,0.9,0.3544869171538012,-1,132,70,0.0065168178424712,-0.5538550386380741,AC,1151,3151.9366991371003,4040.656874116472,4210.4567085437175,0,3,CA,193,1,BA,1,1,-1,0,2000.0,0,INTERNET,3.5345118869168366,windows,0,1,0,5
139510,1,0.9,0.219556014033194,-1,132,30,0.0025302035275805,-1.0490535548527506,AC,555,1546.5355010324652,3365.4219397542847,3157.8581683835414,1,11,CA,123,1,BA,0,1,31,0,200.0,0,INTERNET,1.5611642338842109,other,0,1,0,7
139529,1,0.6000000000000001,0.9188274562020796,-1,71,40,0.7459158017598992,-0.564626923126881,AC,2533,14325.036192540549,4095.955765972376,4102.269726113676,0,9,CA,168,1,BC,0,1,-1,0,200.0,0,INTERNET,2.2573031152107776,windows,1,2,0,5
139571,1,0.9,0.1794333316998468,-1,41,30,0.0179943875325966,-1.5822892025687103,AC,1152,8591.779887849525,4618.5168741199,4223.367703493507,0,11,CA,149,1,BC,0,1,-1,0,200.0,0,INTERNET,0.8858536226358302,windows,1,1,0,5
139624,1,0.9,0.1327583919454582,13,15,40,0.0080443565512305,-1.137629534912369,AC,1515,3775.071173184473,4231.345659893541,5877.405895572337,2,14,CB,43,1,BC,0,0,-1,0,200.0,0,INTERNET,4.57607050940168,other,0,1,0,0
139648,1,0.9,0.323549189171035,-1,159,40,0.0118218938814075,-0.5478754595970716,AC,2243,4580.272370333551,3484.463081232264,3113.5638268254274,0,6,CA,315,1,BA,0,1,-1,1,1500.0,0,INTERNET,1.151727977249145,windows,0,1,0,7
139673,1,0.9,0.9896237770416988,-1,160,50,0.0099514322114387,-0.6979884257132961,AC,1906,7375.957599384152,5631.318976330074,5306.542432301825,1,3,CA,184,1,BC,1,0,-1,1,1500.0,0,INTERNET,3.6182688592414647,windows,0,2,0,1
139736,1,0.6000000000000001,0.061921258550238,-1,52,40,0.0036038131888151,-1.4226481271751887,AD,672,6976.013361538484,6784.673799202089,5302.715817828811,12,2,CA,7,1,BC,1,1,31,0,200.0,0,INTERNET,1.4296985801679694,windows,1,1,0,4
140101,1,0.9,0.02111244845563,-1,111,60,0.0070465564696995,-1.0104528660744243,AD,652,4045.1246136716886,2608.544108325688,3708.227992102016,17,6,CA,182,1,BA,0,1,30,0,2000.0,1,INTERNET,6.1558746472825705,windows,0,1,0,7
140221,1,0.9,0.2863837812043647,-1,94,50,0.0116353260058008,-0.5681038906232827,AD,1450,2056.8663816738613,2533.752755702451,4961.638324413106,812,5,CA,228,0,BA,1,1,15,0,1500.0,1,INTERNET,37.96440744456465,windows,1,1,0,4
140260,1,0.9,0.8285940421076575,-1,108,40,0.0063296133633177,-0.9533510280287576,AD,607,2337.888678709688,4319.949902865408,5365.565233865894,11,6,CB,49,1,BC,1,1,1,0,200.0,0,INTERNET,4.921767612395162,macintosh,1,1,0,1
140339,1,0.3,0.3319557168143242,26,8,40,0.0089502777547269,-0.8642322340532319,AC,653,6245.165296526679,7638.676376707503,5188.732359228644,0,11,CA,62,1,BC,0,1,-1,0,200.0,0,INTERNET,4.1288477964709385,other,0,2,0,2
140370,1,0.9,0.5178553823458091,-1,40,60,0.0040064746226646,-0.5168214440116548,AB,2030,2898.759218159703,4983.249365669651,5199.8695710861575,1965,2,CB,304,1,BA,1,0,4,0,1500.0,0,INTERNET,6.644001101475589,linux,0,1,0,0
140712,1,0.1,0.2386972149894249,-1,114,50,0.0068136010114557,-1.1234121611195125,AC,3546,7674.051109348836,3956.213077475321,4935.607026756054,0,7,CA,181,1,BA,0,1,-1,0,500.0,0,INTERNET,5.546994901610915,windows,1,1,0,3
140852,1,0.9,0.1135148983515237,-1,141,70,0.0193608402718318,-0.7429229233519209,AB,2414,6880.872000496647,4736.21937132625,6728.75816460153,12,17,CA,197,1,BA,0,1,30,0,1500.0,0,INTERNET,-1.0,windows,1,1,0,0
140892,1,0.9,0.1888057972748096,-1,40,40,10.094564379867832,-0.5121038166250225,AC,2224,5103.509443750282,5828.273389563633,5628.697677264549,1,12,CA,169,1,BC,0,1,-1,0,1000.0,0,INTERNET,9.298881179249475,linux,1,1,0,1
140945,1,0.1,0.726890551846907,-1,120,60,0.0139616661448221,-0.9585843671567852,AC,2639,5290.6589971337935,4945.256948229636,5546.996424634875,245,4,CA,45,1,BA,0,1,30,0,200.0,0,INTERNET,2.7766778728357187,windows,1,1,0,4
141142,1,0.9,0.5182117067806048,-1,194,40,0.0111245880745293,-1.2732177526049009,AB,1013,3540.4452750037444,2981.076347819217,3740.792163786397,1,5,CA,212,1,BA,1,1,5,0,1500.0,0,INTERNET,4.6583073264380905,linux,0,1,0,6
141143,1,0.4,0.1227790707542498,-1,244,70,0.01681993442308,-1.4781543218949404,AB,3432,1706.525191003855,2928.652901227498,5278.078007685815,732,1,CA,327,1,BA,1,0,28,0,1500.0,0,INTERNET,10.244950411237705,windows,1,1,0,1
141302,1,0.8,0.0860870740549604,96,7,30,0.0078384826019259,-0.9922459689874948,AD,1596,1654.3862697969178,3008.854655950741,3089.045059729187,15,9,CA,183,0,BC,0,1,1,0,500.0,0,INTERNET,6.894585121800263,other,0,1,0,7
141483,1,0.2,0.0954740726378147,-1,41,50,0.0135426686454409,-1.0236354832428611,AB,524,7521.895365111376,4968.514715119036,4206.439647589345,13,6,CA,96,0,BC,0,1,20,0,200.0,0,INTERNET,0.4210775601644409,windows,0,1,0,4
141596,1,0.9,0.3502492918742641,-1,76,50,0.0041250682148726,-1.1063790075501343,AC,802,6622.198204730992,4478.896727941362,4214.9722197070005,0,1,CA,304,1,BA,0,1,-1,0,1000.0,0,INTERNET,5.222475127317163,windows,0,1,0,6
141678,1,0.6000000000000001,0.9988857387192543,-1,134,60,1.2896274697749106,-1.13000169317216,AC,3062,7505.378485846925,4358.131520985235,4985.544337252031,0,4,CA,103,0,BA,0,1,-1,0,200.0,0,INTERNET,6.558433124663306,other,1,1,0,4
141911,1,0.5,0.0501701511292494,-1,6,20,0.0129394269541771,-0.4789893858176121,AC,1112,1732.0936357913931,2835.364828815292,4147.074344819594,0,8,CA,52,0,BE,0,1,-1,0,200.0,0,INTERNET,4.966622831395835,windows,0,1,0,5
141952,1,0.2,0.8750586554330307,330,10,30,0.0152337857477775,-1.2373250155258548,AC,2210,6392.425763014546,5021.298857926412,4341.965447174547,0,17,CA,86,0,BA,1,1,-1,0,200.0,0,INTERNET,3.5653713368506184,windows,0,1,0,4
141961,1,0.6000000000000001,0.4110653414126399,-1,170,40,0.0147601898946798,-0.9389012182101928,AC,1525,2607.675394483005,5201.3923695533285,4714.587388747841,0,6,CA,226,1,BA,0,1,-1,0,1500.0,0,INTERNET,4.462593672546444,windows,0,1,0,4
141963,1,0.3,0.9991687977486452,-1,43,10,2.915362920069493,10.945564536114166,AA,1696,8897.289518331705,4552.3937445503525,6373.613517296697,12,6,CA,65,1,BE,1,1,15,1,200.0,0,INTERNET,37.8491730435164,other,0,1,0,0
141982,1,0.8,0.0574048397209353,-1,117,20,2.8043269129870563,-1.6650796500019809,AC,725,4251.911431698708,4803.904391922365,5396.208338817055,1,13,CA,139,1,BA,0,1,-1,0,200.0,0,INTERNET,15.192283643987937,windows,0,2,0,1
142051,1,0.9,0.2359593453958405,-1,112,30,0.0200957936100253,-0.7442131146092554,AB,975,1427.58977112028,3295.236227208105,4101.575084579572,18,5,CA,224,1,BA,0,1,1,0,1500.0,0,INTERNET,5.349447163056243,windows,0,1,0,5
142090,1,0.7000000000000001,0.0704202334887239,-1,120,40,0.0027663177621297,-0.477606048695262,AC,433,6161.775663585268,2896.023259042184,4798.786003690108,0,5,CA,221,1,BA,0,1,-1,1,500.0,0,INTERNET,1.2909998150420456,other,0,1,0,4
142094,1,0.9,0.8948152495069941,-1,56,40,0.0005598314244259,-0.8064074334558133,AB,1714,281.84069268341165,6730.232138402458,4804.765854711215,1,2,CA,274,0,BA,0,1,-1,0,1000.0,0,INTERNET,15.231047483927508,windows,0,2,0,3
142311,1,0.5,0.5627655709850676,-1,27,40,0.0067202413834965,-1.5650674375876292,AC,2628,7819.922615678046,6223.749376328527,5903.285280183079,1,13,CA,87,1,BB,0,1,-1,0,200.0,0,INTERNET,5.200001189888,other,1,1,0,0
142327,1,0.9,0.3827518382574055,122,2,30,0.0208992430646994,-1.135842752478146,AA,1261,1327.7820669084183,6702.8766544515565,4184.647760770396,9,10,CA,215,0,BC,0,1,28,0,500.0,0,INTERNET,17.191539186256485,other,0,1,0,5
142330,1,0.9,0.1627835503854307,-1,111,30,0.0070324737988972,-1.4995230501589425,AC,765,1502.8834508216064,3369.421986540768,3455.608536006534,1,7,CA,146,1,BC,1,0,-1,0,500.0,0,INTERNET,5.809220550124322,windows,0,1,0,5
142492,1,0.8,0.2743123582961597,-1,100,40,0.0060453298544507,-1.0167949409018409,AB,1395,4057.455171185976,3766.063009663973,4207.822749249136,14,8,CA,171,1,BC,1,1,5,0,200.0,0,INTERNET,5.536537316199075,macintosh,0,1,0,5
142529,1,0.9,0.359895789678567,-1,97,30,0.0286221907069068,-1.0059410712145174,AB,1369,1051.2703049022334,2267.097125747465,3144.3068383803693,1,18,CA,233,0,BE,0,1,10,0,1500.0,0,INTERNET,4.702010827667016,windows,0,1,0,7
142707,1,0.9,0.2678641574129561,-1,192,20,0.020495168360841,-1.1542460086575328,AC,833,5829.169810281742,2771.5206675637746,4151.842199455728,0,10,CA,142,0,BB,0,1,-1,0,200.0,0,INTERNET,5.936039952136975,other,0,1,0,5
142740,1,0.9,0.1729926584793132,-1,114,30,0.0028769356213298,-0.8228914500156445,AB,1349,1275.2552020113085,4405.678911728437,4902.498473959134,1,8,CA,175,1,BA,0,1,-1,1,200.0,0,INTERNET,4.2088795453238745,windows,0,1,0,4
142985,1,0.9,0.1467117293152091,-1,174,30,0.0248770993315568,-0.9419222169744462,AB,933,2863.082876090121,3144.0510446456256,3069.411996710048,10,7,CA,209,1,BA,1,1,1,0,1500.0,0,INTERNET,2.6747269124351813,other,1,1,0,7
143053,1,0.9,0.847544584885499,-1,238,70,0.0142139163593675,51.090800896248616,AA,1733,5688.231187680824,6162.952877128111,5434.055454612142,6,5,CA,194,1,BA,0,1,1,0,500.0,0,INTERNET,5.302584938811274,windows,0,1,0,1
143143,1,0.9,0.8989205964282752,-1,125,60,0.0035326809273615,-0.6070595264171708,AB,686,1336.114483659377,2098.64830507535,3135.9051355784227,10,7,CA,195,0,BA,0,1,31,0,2000.0,0,INTERNET,12.326618977564184,windows,0,1,0,7
143198,1,0.9,0.0665511546343072,-1,150,40,0.009387716951522,-1.305573636299354,AB,545,7093.133545513733,8515.716271372712,5005.127858843503,21,8,CA,329,0,BA,1,1,1,1,1500.0,0,INTERNET,3.8789954103814512,windows,0,1,0,5
143596,1,0.8,0.5092028866956376,-1,58,50,0.0081738413084595,-0.8742446413151747,AB,1837,1212.975254648739,5955.384504347261,4605.705859489406,36,11,CA,267,1,BC,1,1,30,0,1500.0,0,INTERNET,20.761085874761065,other,0,1,0,3
143894,1,0.9,0.0719457638460655,-1,103,40,0.0072531470527112,-1.3540942049163092,AC,1940,476.8616159008959,2155.308450299532,3067.728642758147,0,2,CC,101,0,BB,0,1,-1,0,200.0,0,INTERNET,4.12526356791213,windows,0,1,0,7
144033,1,0.9,0.2668281479878673,-1,10,20,0.0202174313696302,-1.3775180590798448,AB,1127,8848.943171118382,7071.25503780645,5941.787320636241,15,6,CA,144,1,BB,0,1,1,0,200.0,0,INTERNET,20.145967363010907,linux,0,1,0,0
144034,1,0.9,0.7780405799352011,-1,356,60,0.0032946615303882,-1.2782630490354518,AB,2559,2021.851062267176,2984.39117547344,4445.82431562951,9,1,CC,225,1,BA,0,1,15,0,1000.0,0,INTERNET,7.198755579100145,windows,0,1,0,6
144308,1,0.4,0.2352816325536781,-1,42,20,0.9181618586458338,-0.6767158465736725,AC,1184,5884.039635394418,2503.9609915297133,4225.3383739968185,1,8,CA,64,1,BE,0,1,-1,0,200.0,0,INTERNET,10.2518156330956,macintosh,0,1,0,5
144372,1,0.8,0.2710992246569205,-1,148,30,0.8852176359534245,-0.705131409159277,AB,1671,6573.57402613712,4375.647101280769,5514.3477764735335,18,22,CA,248,1,BA,1,0,28,0,1500.0,0,INTERNET,11.449671992519624,macintosh,1,1,0,2
144388,1,0.4,0.0332159628833484,-1,270,60,0.0254170005765487,-1.6080920863953032,AD,1069,8039.272822204975,7216.040451440887,6392.111827843136,10,3,CA,105,0,BB,0,0,1,0,200.0,0,INTERNET,10.593502280806025,other,0,1,0,0
144441,1,0.9,0.2204651332018834,-1,266,50,0.0263114435149515,-1.1278604701021604,AD,495,2149.9987915683387,4792.829997879547,4892.222795479127,8,2,CA,238,0,BA,0,1,30,0,1500.0,0,INTERNET,8.007111452885574,linux,0,1,0,5
144483,1,0.9,0.1550602800085775,-1,157,40,0.0162848851075967,-0.6092915756705138,AC,814,1461.6097527122165,4479.304407781297,4340.243413143313,0,10,CA,199,0,BA,0,1,-1,0,2000.0,0,INTERNET,11.591790310847545,windows,1,1,0,5
144562,1,0.1,0.2832543431408617,-1,101,20,0.0019615241746732,-0.7894796741189268,AB,638,6565.988473013886,5200.052238903284,5099.245565869054,14,5,CA,76,0,BE,0,1,10,0,200.0,1,INTERNET,3.203332495580052,linux,1,1,0,2
144774,1,0.6000000000000001,0.418359896401713,-1,152,50,0.0125345149752173,-1.1147297383014625,AC,1394,6706.340813156689,5308.730937231418,5983.082235365838,34,14,CA,49,1,BB,0,1,-1,0,200.0,0,TELEAPP,5.358947500930293,other,0,0,0,0
144998,1,0.8,0.8300471214300134,-1,73,40,0.0097574455702685,-1.4395707764886818,AC,623,2389.443697235651,2925.272333360226,3077.9241744787346,0,1,CA,295,1,BA,0,1,-1,0,1900.0,0,INTERNET,1.5961399804162435,linux,0,1,0,7
145035,1,0.7000000000000001,0.7374647158661053,-1,73,30,3.9027890165628034,-0.4843263121797276,AC,3279,6770.5932095108765,5359.051074862892,5191.970752846174,0,9,CA,129,1,BB,0,1,-1,0,200.0,1,INTERNET,6.774574248611205,windows,0,2,0,2
145154,1,0.8,0.7909172243452807,-1,37,30,27.135692873467143,43.73886069885258,AA,921,8186.223364322627,6570.029689380984,5187.000534833077,15,11,CA,198,1,BC,0,1,26,0,500.0,0,INTERNET,2.696749831502243,windows,0,1,0,2
145209,1,0.8,0.284297840533587,62,1,30,0.0167241752948553,-0.8669567393987438,AB,1717,876.7695801829352,4015.77741413481,4272.255864800702,12,10,CA,294,0,BA,0,1,2,1,1500.0,0,INTERNET,3.303673767947125,windows,0,1,0,5
145210,1,0.8,0.9967271900897448,-1,378,50,9.574029945180143,23.247613153456,AA,3694,9750.879415704412,5285.139509027271,6448.508626639595,17,15,CB,61,0,BA,0,1,1,0,1500.0,1,INTERNET,8.063853304670566,other,1,1,0,0
145503,1,0.4,0.1222423071041749,-1,56,50,0.0134693901206009,-0.8453831731575259,AC,2046,5754.948790654042,4794.666218793929,5229.379229931651,1,9,CA,164,0,BA,1,1,-1,0,200.0,0,INTERNET,1.7547057195836475,windows,1,1,0,3
145521,1,0.4,0.1604176970889934,-1,155,50,0.0290732568573382,-1.2578140577451364,AD,2943,6540.477159916072,5494.362093834291,4208.282859971639,0,5,CB,184,1,BC,0,1,28,0,1500.0,0,INTERNET,0.7676532296127024,other,0,1,0,5
145679,1,0.7000000000000001,0.1571356901653028,-1,208,50,0.0307959521329844,-0.5388023889380156,AB,762,6098.211076587028,4730.839825873901,5677.156657985945,12,2,CA,176,1,BA,1,1,24,0,500.0,0,INTERNET,4.226509685508929,linux,0,2,0,1
145701,1,0.9,0.2470963837150201,-1,103,30,0.012666956594214,-0.7072912681259947,AB,3338,8762.222822113126,6432.019602650469,4910.442124173351,35,11,CA,247,1,BA,0,1,20,0,1500.0,0,INTERNET,4.268046100939092,linux,1,1,0,4
145813,1,0.8,0.2214430262035385,-1,183,40,0.0071171925947143,-1.4380851044241612,AC,676,4765.802622787349,4505.553609728014,5498.076952791464,0,4,CA,170,1,BA,0,1,-1,0,990.0,0,INTERNET,3.99485413616533,other,0,0,0,1
145998,1,0.9,0.6570104526486402,-1,142,40,0.0318156915835672,99.84160785032104,AA,3562,3208.21008124792,7630.989852547636,5335.6724537914615,1,12,CA,211,1,BA,0,1,5,1,1500.0,0,INTERNET,1.7890488686342263,other,0,1,0,1
146010,1,0.6000000000000001,0.1392487324466774,-1,45,30,0.0045118462993159,19.89270235013867,AA,2002,5020.249561836385,4414.669388876003,6662.64342966081,10,10,CA,239,1,BA,0,1,19,0,1500.0,0,INTERNET,1.19216893608942,other,1,1,0,4
146076,1,0.9,0.3322826165438577,-1,121,50,0.002204635884645,-0.6032273674701517,AD,1027,1017.350505353479,3037.8905345675257,3322.285791492277,2,11,CA,202,0,BA,0,1,2,0,1000.0,0,INTERNET,7.828344406221053,windows,1,2,0,6
146130,1,0.9,0.3662015077975294,-1,207,50,0.0099287208342762,-0.8428482093376243,AC,571,3600.934220370108,3191.0700393521447,3554.185978210748,1,1,CC,214,1,BA,0,1,-1,0,500.0,0,INTERNET,2.684684307617757,windows,0,1,0,6
146210,1,0.9,0.2538384838450229,-1,141,40,0.0034480175059481,-0.4592738397709522,AB,2622,1126.1685406090182,8889.792189698723,4374.108813970151,1471,11,CA,245,1,BA,0,1,1,0,2000.0,0,INTERNET,5.74659382362452,linux,0,1,0,6
146211,1,0.9,0.752778722063792,-1,81,20,0.0232833868057713,34.32471698353745,AA,1858,3436.1523030746307,5896.683917666463,5622.526113811697,361,23,CA,67,0,BE,0,1,28,1,200.0,0,INTERNET,8.517880427472775,other,1,1,0,1
146267,1,0.4,0.0954860512731454,-1,48,60,0.0131825167569634,-1.2087773767654342,AB,1566,2450.2860747183004,5071.4049101742885,4335.068040473885,9,6,CA,287,1,BA,1,1,2,0,1500.0,0,INTERNET,11.029816118143112,windows,1,1,0,4
146270,1,0.9,0.0896385097735616,-1,185,50,0.0137531299699786,-1.1860920106317976,AB,1136,1888.1710291298089,3254.899615506853,4258.041196868649,497,7,CA,319,0,BA,0,1,28,0,1500.0,0,INTERNET,3.35912522325034,windows,0,1,0,6
146359,1,0.1,0.2923447479838981,-1,160,40,0.0250529771178898,-1.1637057937843245,AC,1119,1947.185316853108,2978.866731611065,3106.21549090648,0,9,CA,220,0,BA,0,1,-1,0,1500.0,0,INTERNET,2.731481652423576,windows,1,1,0,7
146579,1,0.8,0.6555625825285171,-1,33,20,0.0186329069529406,-1.0194162834477738,AD,1368,6418.826082136279,4635.833806822365,4681.716435998977,5,21,CA,97,1,BC,0,1,15,0,200.0,0,INTERNET,3.074221767431556,linux,0,1,0,3
146585,1,0.8,0.2991409108661298,-1,223,50,0.0244882772444873,-0.8009439891899413,AB,3309,6808.427274363099,4237.981164073551,5954.241604130409,1,7,CA,310,1,BA,0,1,26,0,2000.0,0,INTERNET,7.709270076371897,windows,0,1,0,0
146630,1,0.7000000000000001,0.1481152129690277,-1,34,50,0.0348895794939593,-1.1192986819372492,AC,1196,3418.5774136945784,3494.5114270242884,4363.527521462313,0,2,CF,210,0,BA,0,1,-1,0,200.0,0,INTERNET,2.321105411313961,macintosh,0,1,0,4
146657,1,0.9,0.239258319260786,-1,180,30,0.0282764270589341,-1.2085145243340334,AA,1866,3888.583826608416,2117.1166603328807,3149.6706782821057,6,8,CA,281,1,BA,0,1,25,0,1500.0,0,INTERNET,2.049569789816392,windows,1,1,0,7
146712,1,0.4,0.4869483697007897,-1,46,20,0.0019903239068996,-1.3092065715711751,AC,2065,9306.116008622184,5700.647309241422,5129.3546563119,0,9,CA,95,1,BC,0,1,-1,0,200.0,0,INTERNET,3.742091931350624,windows,1,1,0,2
146830,1,0.2,0.5620262838434185,-1,61,50,0.0029489591277489,-0.7536328600132729,AB,185,7537.00763663509,4352.706282480363,5039.334668807278,2,8,CA,134,0,BA,0,1,1,0,500.0,0,INTERNET,3.2877021653751783,windows,1,1,0,4
146904,1,0.4,0.3464641530591968,-1,94,50,0.0033809095792573,-0.6485069037497566,AC,767,3481.712788559255,3384.90837943372,5072.247871579504,0,7,CA,222,1,BA,1,1,-1,0,1500.0,0,INTERNET,6.400736380703439,windows,0,1,0,4
146940,1,0.7000000000000001,0.4267137073742075,-1,13,60,2.712646418994484,28.189465084188104,AA,1097,6416.17106697375,4422.623027654582,3834.4238049852697,1490,5,CA,182,1,BC,0,1,21,0,500.0,0,INTERNET,5.076042991319898,macintosh,0,2,0,6
146966,1,0.8,0.1311416341268183,-1,374,50,0.0085999922107432,-1.2592294221632292,AB,830,4039.339206513668,5914.20401266347,3876.809459559416,14,1,CA,178,0,BA,1,1,5,0,510.0,0,INTERNET,5.460393804076986,other,1,1,0,0
147234,1,0.9,0.8457465211818246,-1,67,50,0.0137333910261387,-1.1677575380567742,AB,1310,7889.316053008853,6931.034167317878,6721.824719874072,1,4,CA,75,1,BA,1,1,24,0,1500.0,0,INTERNET,3.951168247148694,windows,0,1,0,0
147256,1,0.8,0.0894878098552759,-1,102,40,0.0260329482581828,-1.393647578972941,AB,1548,6146.087659712039,5102.470049459634,6272.308276384986,214,8,CA,95,0,BA,0,0,5,0,200.0,0,INTERNET,31.898653065338912,windows,1,1,0,0
147333,1,0.9,0.2818208400065187,-1,19,50,7.629077103560692,-1.3396662555761103,AC,1091,2795.515459982791,3367.919342740945,3079.238552036188,0,7,CF,129,1,BB,0,1,-1,0,200.0,0,INTERNET,6.4436955180946045,other,0,1,0,7
147361,1,0.7000000000000001,0.7618553460125093,-1,55,40,0.0111217471958046,-0.7607273206493984,AC,1012,6283.517102092937,6368.639844228639,5605.053555420467,0,11,CA,26,1,BE,1,0,-1,0,200.0,0,INTERNET,4.181085055328065,windows,0,1,0,1
147433,1,0.9,0.0088729872893671,301,1,50,0.017943490563653,-0.7884246784119948,AC,1434,8558.872697769291,5236.391183411384,4762.592509103901,1,8,CA,138,1,BA,0,1,-1,0,500.0,0,INTERNET,17.608557794587885,macintosh,0,0,0,4
147446,1,0.2,0.0298786753832759,-1,81,60,0.0293854650211752,-1.4403031235255552,AB,5086,6137.288962415258,4284.096674679933,6683.71014323643,9,2,CC,71,1,BC,0,1,1,0,200.0,0,INTERNET,4.428246110429735,windows,0,1,0,0
147490,1,0.1,0.5358868052458907,-1,180,20,0.0243044148227714,-1.1209521443093826,AB,2007,14081.122382079586,6307.487937209391,5399.790524675583,6,8,CE,156,0,BC,0,0,1,0,1500.0,0,INTERNET,4.483589645455208,windows,1,1,0,1
147702,1,0.7000000000000001,0.512439293967189,-1,69,50,0.014671950792432,-0.6380339556294716,AD,3809,13365.584015102077,7715.453050945009,5932.605352459793,15,8,CB,80,1,BE,0,1,9,0,200.0,0,INTERNET,4.32159477073098,windows,1,1,0,0
147869,1,0.7000000000000001,0.0090316868188838,-1,103,50,0.0231443574414601,-0.7601873839231981,AB,1555,3147.02831859448,5439.529777492522,4294.563462743013,2039,8,CB,163,1,BA,0,1,4,0,200.0,0,INTERNET,0.4867080494542568,macintosh,1,1,0,5
